"INTNR","kvotgrupp","BG_COUNTRY","BG_Gender","BG_Age","AGE_ITA","MUN_ITA","NUTS2","lik_airp","imp_ind_airp","imp_oth_airp","prep_aut_airp","prep_ind_airp","know_aut_airp","know_ind_airp","exper_airp","work","education","income","politic","smoke","lik_airp_rel","imp_ind_airp_rel","we","PM10_mean"
72,"Italien riksrep",1,1,"1",3,15,NA,5,5,5,2,3,2,4,1,1,0,1,0,1,1.42857142857143,1.16279069767442,0.90260106,24.2004089824606
395,"Italien riksrep",1,1,"1",3,15,NA,5,4,5,1,2,3,2,0,1,0,1,2,1,1.31578947368421,1.21212121212121,0.90260106,24.2004089824606
267,"Italien riksrep",1,1,"1",3,15,NA,3,3,4,3,4,4,4,0,1,1,1,1,1,1.15384615384615,1,0.90260106,24.2004089824606
436,"Italien riksrep",1,1,"1",3,16,NA,4,5,5,2,2,2,3,1,1,0,1,0,0,1.29032258064516,1.31578947368421,0.90260106,21.4124740394816
408,"Italien riksrep",1,1,"2",3,11,NA,5,5,5,3,1,4,4,1,0,0,1,1,0,2,1.47058823529412,0.90260106,23.4639123482115
108,"Italien riksrep",1,1,"1",3,9,NA,2,3,3,2,1,4,2,0,0,1,0,1,0,0.869565217391304,1.36363636363636,0.90260106,20.6309126790573
63,"Italien riksrep",1,1,"2",4,9,NA,1,1,3,1,2,2,3,0,0,0,1,2,0,0.909090909090909,0.833333333333333,0.90260106,20.6309126790573
102,"Italien riksrep",1,1,"2",4,9,NA,2,2,2,1,2,1,2,0,1,0,1,2,1,1.11111111111111,1.25,0.90260106,20.6309126790573
405,"Italien riksrep",1,1,"2",4,20,NA,3,3,3,3,3,3,3,0,0,1,1,2,0,1.30434782608696,1.25,0.90260106,19.4341992309909
170,"Italien riksrep",1,1,"1",3,19,NA,4,4,4,2,2,1,3,0,0,0,NA,NA,0,1.29032258064516,1.14285714285714,0.90260106,23.6267827677519
382,"Italien riksrep",1,1,"1",3,19,NA,5,5,5,2,1,3,1,1,0,0,0,NA,0,2.36842105263158,1.38888888888889,0.90260106,23.6267827677519
338,"Italien riksrep",1,1,"2",3,19,NA,4,3,4,2,2,3,2,1,1,1,1,1,0,2,1.09090909090909,0.90260106,23.6267827677519
216,"Italien riksrep",1,1,"1",3,8,NA,3,3,4,2,3,2,2,1,1,0,1,1,1,1.25,1.03448275862069,0.90260106,25.3944252589319
104,"Italien riksrep",1,1,"1",3,8,NA,5,4,5,1,1,1,1,0,0,0,1,NA,0,2.17391304347826,2,0.90260106,25.3944252589319
435,"Italien riksrep",1,1,"2",2,8,NA,5,5,5,1,1,3,3,1,1,0,1,1,1,1.85185185185185,1.21951219512195,0.90260106,25.3944252589319
686,"Italien riksrep",1,1,"2",4,8,NA,5,5,5,1,4,3,2,0,0,0,1,1,0,1.5625,1.51515151515152,0.90260106,25.3944252589319
452,"Italien riksrep",1,1,"1",3,6,NA,5,4,4,2,2,2,2,0,1,0,1,NA,1,1.42857142857143,1.21212121212121,0.90260106,30.6782977878343
1831,"Italien riksrep",1,1,"2",4,6,NA,4,4,5,3,2,4,3,0,0,0,1,1,0,1.42857142857143,1.08108108108108,0.90260106,30.6782977878343
332,"Italien riksrep",1,1,"2",4,6,NA,4,4,3,4,3,4,3,1,1,0,1,2,0,1.11111111111111,1.14285714285714,0.90260106,30.6782977878343
1101,"Italien riksrep",1,1,"2",4,3,NA,5,4,5,3,3,3,4,1,0,1,1,1,0,1.78571428571429,1.11111111111111,0.90260106,16.8455022740387
329,"Italien riksrep",1,1,"2",2,4,NA,5,5,5,1,1,2,NA,1,0,NA,0,NA,0,1.73076923076923,1.45161290322581,0.90260106,29.9320686058126
99,"Italien riksrep",1,1,"2",4,4,NA,5,5,5,3,3,3,3,1,0,0,1,1,0,2.17391304347826,1.47058823529412,0.90260106,29.9320686058126
217,"Italien riksrep",1,1,"2",4,4,NA,4,4,5,4,2,3,3,0,0,0,1,2,0,1.6,1.33333333333333,0.90260106,29.9320686058126
123,"Italien riksrep",1,1,"2",4,4,NA,4,4,4,2,2,3,2,0,0,1,1,2,0,1.81818181818182,1.28,0.90260106,29.9320686058126
125,"Italien riksrep",1,1,"1",3,4,NA,5,5,5,2,2,1,5,1,0,0,1,NA,0,1.72413793103448,1.72413793103448,0.90260106,29.9320686058126
40,"Italien riksrep",1,1,"2",4,4,NA,3,3,3,2,2,2,2,0,1,1,1,0,0,1.76470588235294,0.967741935483871,0.90260106,29.9320686058126
197,"Italien riksrep",1,1,"2",4,4,NA,5,4,5,2,1,4,4,1,0,0,1,2,0,1.85185185185185,1.09090909090909,0.90260106,29.9320686058126
412,"Italien riksrep",1,1,"2",4,4,NA,4,3,4,3,3,4,3,0,0,0,1,2,1,1.6,1.36363636363636,0.90260106,29.9320686058126
1884,"Italien riksrep",1,1,"2",4,1,NA,4,4,4,2,3,2,4,1,1,1,1,1,1,1.66666666666667,1.42857142857143,0.90260106,27.9600902352672
70,"Italien riksrep",1,1,"2",4,1,NA,2,3,5,1,2,4,2,1,0,0,1,NA,0,1.2,1.30434782608696,0.90260106,27.9600902352672
111,"Italien riksrep",1,1,"2",2,1,NA,3,5,5,3,3,3,2,0,1,0,1,1,0,1.25,1.21951219512195,0.90260106,27.9600902352672
182,"Italien riksrep",1,1,"1",3,1,NA,5,4,4,1,2,2,2,1,1,1,1,0,0,1.72413793103448,1.66666666666667,0.90260106,27.9600902352672
424,"Italien riksrep",1,1,"2",4,1,NA,4,4,4,3,2,3,3,0,0,0,0,1,0,1.6,1.5,0.90260106,27.9600902352672
330,"Italien riksrep",1,1,"2",2,13,NA,5,5,5,2,2,3,5,1,1,1,1,2,1,1.16279069767442,1.11111111111111,0.90260106,18.9834615214343
390,"Italien riksrep",1,1,"1",3,13,NA,5,5,5,1,1,5,1,0,0,0,1,2,0,2.17391304347826,1.61290322580645,0.90260106,18.9834615214343
368,"Italien riksrep",1,1,"2",4,18,NA,2,5,5,2,2,2,2,0,1,1,0,2,1,0.869565217391304,1.11111111111111,0.90260106,20.7878009348761
220,"Italien riksrep",1,1,"1",3,18,NA,4,3,3,3,1,3,2,1,1,0,1,0,0,1.25,1.2,0.90260106,20.7878009348761
47,"Italien riksrep",1,1,"2",4,15,NA,3,4,3,2,4,4,4,1,1,0,1,1,1,1.25,1.81818181818182,0.90260106,24.2004089824606
240,"Italien riksrep",1,1,"1",3,16,NA,5,3,5,4,3,5,5,0,0,0,0,0,0,1.38888888888889,1.2,0.90260106,21.4124740394816
224,"Italien riksrep",1,1,"2",4,16,NA,4,4,5,4,2,4,2,1,0,0,0,0,1,1.81818181818182,1.42857142857143,0.90260106,21.4124740394816
413,"Italien riksrep",1,1,"1",3,16,NA,5,5,5,1,3,2,4,0,0,0,0,2,1,2.08333333333333,1.25,0.90260106,21.4124740394816
343,"Italien riksrep",1,0,"0",1,19,NA,4,5,5,1,1,3,3,1,1,0,0,1,0,1.48148148148148,1.31578947368421,0.90260106,23.6267827677519
129,"Italien riksrep",1,0,"0",1,19,NA,4,4,3,2,2,3,3,1,0,1,1,1,0,1.48148148148148,1.29032258064516,0.90260106,23.6267827677519
451,"Italien riksrep",1,0,"0",2,19,NA,5,4,4,4,4,4,4,1,1,0,1,0,0,1.21951219512195,1.05263157894737,0.90260106,23.6267827677519
377,"Italien riksrep",1,0,"0",1,8,NA,5,4,5,1,3,2,4,1,1,0,1,NA,0,1.85185185185185,1.14285714285714,0.90260106,25.3944252589319
1602,"Italien riksrep",1,0,"0",1,7,NA,4,3,3,3,3,2,2,0,1,NA,NA,NA,0,1.53846153846154,1.30434782608696,0.90260106,17.9856053927895
219,"Italien riksrep",1,0,"0",1,5,NA,4,3,5,1,2,1,2,1,1,1,1,2,0,1.66666666666667,1.03448275862069,0.90260106,18.423050960372
183,"Italien riksrep",1,0,"0",1,6,NA,4,4,5,4,3,3,3,1,1,1,1,NA,1,1.42857142857143,1.17647058823529,0.90260106,30.6782977878343
33,"Italien riksrep",1,0,"0",1,9,NA,5,2,4,4,3,1,1,1,0,0,0,NA,0,1.51515151515152,1.11111111111111,0.90260106,20.6309126790573
68,"Italien riksrep",1,0,"0",1,18,NA,4,4,5,3,2,3,3,0,0,0,0,NA,0,1.25,1.08108108108108,0.90260106,20.7878009348761
177,"Italien riksrep",1,0,"0",1,15,NA,5,5,5,3,2,3,4,1,0,1,1,NA,0,1.92307692307692,1.11111111111111,0.90260106,24.2004089824606
189,"Italien riksrep",1,0,"0",2,11,NA,4,4,4,1,3,1,1,0,0,0,0,0,0,1.42857142857143,1.11111111111111,0.90260106,23.4639123482115
353,"Italien riksrep",1,0,"0",2,9,NA,4,4,2,3,4,4,3,1,0,0,1,0,0,1.6,1.48148148148148,0.90260106,20.6309126790573
93,"Italien riksrep",1,0,"0",2,20,NA,4,4,5,3,3,4,4,0,1,1,1,0,1,1.11111111111111,1.11111111111111,0.90260106,19.4341992309909
1518,"Italien riksrep",1,0,"0",2,19,NA,3,NA,3,2,NA,NA,2,0,0,0,0,NA,0,0.954545454545455,NA,0.90260106,23.6267827677519
432,"Italien riksrep",1,0,"0",2,8,NA,4,3,4,4,3,3,4,0,1,1,1,0,1,1.66666666666667,1.03448275862069,0.90260106,25.3944252589319
378,"Italien riksrep",1,0,"0",2,6,NA,4,4,4,3,2,3,2,1,1,0,0,1,1,1.37931034482759,1.25,0.90260106,30.6782977878343
1628,"Italien riksrep",1,0,"0",2,6,NA,5,5,5,2,1,3,4,1,1,0,1,NA,0,1.5625,1.16279069767442,0.90260106,30.6782977878343
331,"Italien riksrep",1,0,"0",2,4,NA,5,5,5,1,2,2,4,1,1,1,0,1,0,1.5,1.45161290322581,0.90260106,29.9320686058126
208,"Italien riksrep",1,0,"0",2,4,NA,4,3,3,3,4,3,3,0,1,0,1,NA,0,2.22222222222222,0.818181818181818,0.90260106,29.9320686058126
150,"Italien riksrep",1,0,"0",2,4,NA,5,4,4,3,1,3,2,0,1,0,1,NA,0,1.66666666666667,1.08108108108108,0.90260106,29.9320686058126
661,"Italien riksrep",1,0,"0",2,4,NA,3,3,5,NA,2,3,2,0,1,1,1,2,0,1.11111111111111,1.07142857142857,0.90260106,29.9320686058126
1845,"Italien riksrep",1,0,"0",2,4,NA,4,4,4,2,3,3,4,1,1,0,0,NA,0,1.29032258064516,1.11111111111111,0.90260106,29.9320686058126
1444,"Italien riksrep",1,0,"0",2,1,NA,5,4,5,2,1,2,3,0,1,1,1,1,0,1.95652173913044,1.39130434782609,0.90260106,27.9600902352672
402,"Italien riksrep",1,0,"0",2,8,NA,5,5,4,4,5,4,4,0,1,1,1,1,1,1.25,1.25,0.90260106,25.3944252589319
38,"Italien riksrep",1,0,"0",2,18,NA,4,4,5,3,2,2,3,0,0,1,1,1,0,1.25,1.08108108108108,0.90260106,20.7878009348761
192,"Italien riksrep",1,0,"0",2,16,NA,4,5,5,2,1,NA,3,1,1,0,1,NA,1,1.14285714285714,1.11111111111111,0.90260106,21.4124740394816
152,"Italien riksrep",1,0,"0",2,16,NA,4,4,4,2,3,3,4,0,0,0,1,1,0,1.37931034482759,1.11111111111111,0.90260106,21.4124740394816
211,"Italien riksrep",1,0,"1",2,9,NA,5,4,4,1,3,3,2,0,1,0,1,NA,0,1.35135135135135,1.05263157894737,0.90260106,20.6309126790573
92,"Italien riksrep",1,0,"1",2,10,NA,5,5,5,1,1,2,4,1,1,0,0,1,1,1.51515151515152,1.11111111111111,0.90260106,18.7425125092173
147,"Italien riksrep",1,0,"1",2,20,NA,4,5,5,2,1,3,2,0,0,0,1,1,0,1.25,1.11111111111111,0.90260106,19.4341992309909
311,"Italien riksrep",1,0,"1",2,19,NA,5,5,5,3,3,4,4,0,1,0,1,NA,0,1.25,1.11111111111111,0.90260106,23.6267827677519
303,"Italien riksrep",1,0,"1",2,19,NA,4,4,5,3,3,3,3,0,1,1,1,2,0,1.6,1.14285714285714,0.90260106,23.6267827677519
134,"Italien riksrep",1,0,"1",2,8,NA,3,3,4,2,3,3,3,0,1,1,1,NA,0,1.25,1.11111111111111,0.90260106,25.3944252589319
58,"Italien riksrep",1,0,"1",2,7,NA,4,3,5,2,1,3,2,1,1,0,0,NA,0,2,1.5,0.90260106,17.9856053927895
136,"Italien riksrep",1,0,"1",2,6,NA,5,4,3,3,4,5,5,0,1,0,0,NA,0,1.42857142857143,1.53846153846154,0.90260106,30.6782977878343
1671,"Italien riksrep",1,0,"1",2,6,NA,5,3,5,1,3,3,5,1,0,0,0,NA,0,1.42857142857143,0.9375,0.90260106,30.6782977878343
1018,"Italien riksrep",1,0,"1",2,3,NA,5,NA,5,2,3,4,3,1,0,0,1,1,0,1.31578947368421,NA,0.90260106,16.8455022740387
893,"Italien riksrep",1,0,"1",2,3,NA,5,5,5,3,1,1,3,0,1,0,1,NA,0,1.28205128205128,1.35135135135135,0.90260106,16.8455022740387
323,"Italien riksrep",1,0,"1",2,4,NA,2,NA,2,2,2,2,4,0,1,0,1,2,0,0.8,NA,0.90260106,29.9320686058126
1606,"Italien riksrep",1,0,"1",2,1,NA,3,3,5,3,1,3,2,0,0,0,1,1,1,1.36363636363636,1.125,0.90260106,27.9600902352672
132,"Italien riksrep",1,0,"1",2,17,NA,4,4,4,3,3,3,4,0,1,1,1,NA,0,1.48148148148148,1.11111111111111,0.90260106,18.0500549580388
141,"Italien riksrep",1,0,"1",2,15,NA,5,4,4,3,4,4,4,1,1,1,1,2,0,1.51515151515152,1.08108108108108,0.90260106,24.2004089824606
133,"Italien riksrep",1,0,"1",2,14,NA,2,2,4,1,2,2,3,1,1,1,1,NA,0,1.53846153846154,0.769230769230769,0.90260106,29.9320686058126
336,"Italien riksrep",1,0,"1",2,16,NA,5,4,5,3,4,2,3,1,1,1,1,1,1,1.35135135135135,1.02564102564103,0.90260106,21.4124740394816
49,"Italien riksrep",1,0,"1",2,16,NA,4,5,5,5,5,3,5,0,1,0,1,2,1,1.02564102564103,1.31578947368421,0.90260106,21.4124740394816
356,"Italien riksrep",1,0,"1",3,11,NA,4,3,5,1,1,2,3,0,1,0,1,1,0,1.17647058823529,1.07142857142857,0.90260106,23.4639123482115
1800,"Italien riksrep",1,0,"1",3,10,NA,5,5,5,4,1,4,2,0,1,0,1,1,1,1.47058823529412,1.11111111111111,0.90260106,18.7425125092173
455,"Italien riksrep",1,0,"1",3,20,NA,4,4,4,4,3,3,3,0,1,1,1,NA,0,1.42857142857143,1.33333333333333,0.90260106,19.4341992309909
423,"Italien riksrep",1,0,"1",3,19,NA,5,4,4,1,1,2,1,0,1,0,1,NA,0,1.66666666666667,1.02564102564103,0.90260106,23.6267827677519
273,"Italien riksrep",1,0,"1",3,19,NA,4,4,4,1,2,2,4,1,0,1,1,1,1,1.17647058823529,1.33333333333333,0.90260106,23.6267827677519
355,"Italien riksrep",1,0,"1",3,19,NA,5,4,4,3,4,4,4,1,1,1,0,NA,0,2.63157894736842,1.6,0.90260106,23.6267827677519
350,"Italien riksrep",1,0,"1",3,19,NA,4,4,5,4,2,4,3,0,0,1,1,2,0,1.33333333333333,1.17647058823529,0.90260106,23.6267827677519
475,"Italien riksrep",1,0,"1",3,19,NA,3,3,4,1,3,2,3,1,1,1,1,NA,0,1.11111111111111,1.03448275862069,0.90260106,23.6267827677519
479,"Italien riksrep",1,0,"1",3,8,NA,5,5,5,3,3,4,3,1,1,0,1,1,0,1.85185185185185,1.72413793103448,0.90260106,25.3944252589319
399,"Italien riksrep",1,0,"1",3,8,NA,4,4,4,2,1,3,2,1,1,0,1,2,1,1.37931034482759,1.11111111111111,0.90260106,25.3944252589319
230,"Italien riksrep",1,0,"1",3,8,NA,3,3,5,3,2,5,5,1,1,0,1,1,0,1.57894736842105,1.57894736842105,0.90260106,25.3944252589319
210,"Italien riksrep",1,0,"1",3,8,NA,3,2,3,3,3,4,3,0,0,0,1,2,0,1.11111111111111,0.769230769230769,0.90260106,25.3944252589319
146,"Italien riksrep",1,0,"1",3,7,NA,5,5,5,1,3,5,5,1,0,0,1,0,0,1.51515151515152,NA,0.90260106,17.9856053927895
251,"Italien riksrep",1,0,"1",3,6,NA,5,5,5,1,1,2,2,1,0,0,0,2,1,1.72413793103448,1.51515151515152,0.90260106,30.6782977878343
791,"Italien riksrep",1,0,"1",3,3,NA,5,4,4,2,1,3,4,1,0,0,0,NA,1,1.38888888888889,1.29032258064516,0.90260106,16.8455022740387
214,"Italien riksrep",1,0,"1",3,3,NA,3,3,4,3,3,4,3,0,0,0,1,2,1,1.11111111111111,1.07142857142857,0.90260106,16.8455022740387
203,"Italien riksrep",1,0,"1",3,4,NA,5,5,5,3,1,4,2,0,1,0,1,2,1,1.35135135135135,1.38888888888889,0.90260106,29.9320686058126
307,"Italien riksrep",1,0,"1",3,4,NA,4,5,4,3,3,4,4,1,1,1,0,2,0,1.48148148148148,1.28205128205128,0.90260106,29.9320686058126
1799,"Italien riksrep",1,0,"1",3,4,NA,5,5,5,3,2,3,4,0,1,0,1,2,1,1.66666666666667,1.78571428571429,0.90260106,29.9320686058126
425,"Italien riksrep",1,0,"1",2,4,NA,4,3,3,3,3,3,4,0,0,0,1,1,0,1.17647058823529,1,0.90260106,29.9320686058126
89,"Italien riksrep",1,0,"1",3,1,NA,3,3,NA,4,4,4,4,0,0,0,1,2,0,1.2,1.11111111111111,0.90260106,27.9600902352672
299,"Italien riksrep",1,0,"1",3,13,NA,5,5,5,1,1,2,2,1,1,0,0,2,0,1.78571428571429,1.73076923076923,0.90260106,18.9834615214343
109,"Italien riksrep",1,0,"1",3,18,NA,5,5,5,1,1,2,3,1,1,1,1,2,0,1.66666666666667,1.09375,0.90260106,20.7878009348761
124,"Italien riksrep",1,0,"1",3,15,NA,5,5,5,2,2,4,4,1,1,1,1,1,0,1.51515151515152,1.35135135135135,0.90260106,24.2004089824606
56,"Italien riksrep",1,0,"1",3,16,NA,4,5,NA,3,3,3,2,0,1,1,1,NA,0,1.4,NA,0.90260106,21.4124740394816
467,"Italien riksrep",1,0,"2",4,9,NA,3,3,5,3,2,3,3,0,0,0,1,1,0,1.07142857142857,1.11111111111111,0.90260106,20.6309126790573
228,"Italien riksrep",1,0,"2",4,9,NA,5,5,5,4,3,5,4,0,1,0,0,1,0,1.35135135135135,1.35135135135135,0.90260106,20.6309126790573
39,"Italien riksrep",1,0,"1",3,9,NA,3,NA,4,3,NA,3,3,0,0,0,0,1,1,NA,NA,0.90260106,20.6309126790573
286,"Italien riksrep",1,0,"2",4,10,NA,3,2,3,2,NA,NA,NA,0,0,1,1,1,1,1.11111111111111,0.952380952380952,0.90260106,18.7425125092173
205,"Italien riksrep",1,0,"1",3,20,NA,2,4,4,3,2,2,2,0,0,0,1,2,0,1,1.9047619047619,0.90260106,19.4341992309909
233,"Italien riksrep",1,0,"1",3,20,NA,NA,1,2,1,1,NA,1,0,1,1,1,2,0,NA,NA,0.90260106,19.4341992309909
248,"Italien riksrep",1,0,"2",4,20,NA,2,1,5,2,3,2,NA,0,0,1,1,1,0,1,0.769230769230769,0.90260106,19.4341992309909
346,"Italien riksrep",1,0,"2",4,19,NA,5,5,5,2,2,2,4,1,0,1,1,1,1,1.38888888888889,1.11111111111111,0.90260106,23.6267827677519
257,"Italien riksrep",1,0,"1",3,19,NA,4,4,5,2,3,3,4,1,1,1,NA,NA,0,1.48148148148148,1.25,0.90260106,23.6267827677519
308,"Italien riksrep",1,0,"1",3,19,NA,5,5,5,1,1,3,3,1,1,0,0,1,0,1.38888888888889,1.78571428571429,0.90260106,23.6267827677519
256,"Italien riksrep",1,0,"1",3,19,NA,5,5,4,2,2,3,3,1,1,0,1,0,0,1.73076923076923,2.27272727272727,0.90260106,23.6267827677519
325,"Italien riksrep",1,0,"2",4,19,NA,4,NA,5,3,NA,3,3,1,0,0,1,1,0,1.28571428571429,NA,0.90260106,23.6267827677519
199,"Italien riksrep",1,0,"2",2,8,NA,5,4,4,3,4,4,5,1,1,0,1,NA,1,1.51515151515152,1.21212121212121,0.90260106,25.3944252589319
179,"Italien riksrep",1,0,"1",3,8,NA,4,5,5,1,3,1,2,0,1,1,1,2,1,1.42857142857143,1.21951219512195,0.90260106,25.3944252589319
445,"Italien riksrep",1,0,"1",4,8,NA,4,4,4,2,2,3,5,1,0,0,0,2,0,1.66666666666667,1.05263157894737,0.90260106,25.3944252589319
264,"Italien riksrep",1,0,"1",3,8,NA,3,3,4,4,3,4,3,1,1,0,0,0,0,1.15384615384615,1.11111111111111,0.90260106,25.3944252589319
295,"Italien riksrep",1,0,"2",4,7,NA,5,4,4,3,3,4,3,1,0,0,NA,NA,1,2.25,1.71428571428571,0.90260106,17.9856053927895
77,"Italien riksrep",1,0,"1",3,6,NA,5,5,5,2,2,2,2,1,0,0,0,1,1,1.16279069767442,1.11111111111111,0.90260106,30.6782977878343
221,"Italien riksrep",1,0,"1",3,6,NA,4,4,5,4,3,4,3,0,1,0,1,NA,0,1.25,1.08108108108108,0.90260106,30.6782977878343
194,"Italien riksrep",1,0,"2",4,6,NA,3,3,4,2,2,3,3,0,0,0,1,2,0,0.9375,0.909090909090909,0.90260106,30.6782977878343
1182,"Italien riksrep",1,0,"2",4,6,NA,4,3,3,2,2,3,3,1,0,0,1,2,0,1.9047619047619,1.15384615384615,0.90260106,30.6782977878343
222,"Italien riksrep",1,0,"1",3,4,NA,5,5,5,3,2,4,4,1,1,0,1,1,0,1.5625,1.31578947368421,0.90260106,29.9320686058126
206,"Italien riksrep",1,0,"1",3,4,NA,4,4,4,3,2,3,3,1,1,0,1,1,0,2.66666666666667,2.85714285714286,0.90260106,29.9320686058126
279,"Italien riksrep",1,0,"2",3,4,NA,1,1,3,1,NA,1,2,0,0,0,1,2,0,1.11111111111111,1.11111111111111,0.90260106,29.9320686058126
181,"Italien riksrep",1,0,"2",4,4,NA,2,2,2,2,2,3,NA,1,0,0,1,2,0,1.125,1.17647058823529,0.90260106,29.9320686058126
185,"Italien riksrep",1,0,"2",4,4,NA,2,NA,NA,NA,NA,NA,3,0,0,1,1,NA,0,1.42857142857143,NA,0.90260106,29.9320686058126
265,"Italien riksrep",1,0,"2",4,4,NA,4,3,4,3,3,4,4,1,0,0,1,1,0,1.73913043478261,1.125,0.90260106,29.9320686058126
258,"Italien riksrep",1,0,"2",4,4,NA,5,2,4,2,1,3,1,0,0,1,1,1,0,2.38095238095238,0.947368421052632,0.90260106,29.9320686058126
327,"Italien riksrep",1,0,"1",3,4,NA,5,4,4,3,3,3,2,0,0,0,0,1,1,2.63157894736842,1,0.90260106,29.9320686058126
178,"Italien riksrep",1,0,"2",4,1,NA,4,5,5,3,3,3,3,1,0,0,1,1,0,1.48148148148148,1.11111111111111,0.90260106,27.9600902352672
357,"Italien riksrep",1,0,"2",4,1,NA,5,5,5,3,1,3,2,0,0,0,1,1,0,1.875,1.59090909090909,0.90260106,27.9600902352672
250,"Italien riksrep",1,0,"1",3,1,NA,5,5,5,2,4,5,5,1,0,0,0,2,1,1.92307692307692,1.25,0.90260106,27.9600902352672
277,"Italien riksrep",1,0,"2",4,1,NA,5,4,4,1,1,2,1,1,0,1,1,2,0,1.66666666666667,1.11111111111111,0.90260106,27.9600902352672
140,"Italien riksrep",1,0,"2",3,1,NA,4,5,5,2,2,2,2,NA,0,0,0,2,1,1.21212121212121,1.21951219512195,0.90260106,27.9600902352672
441,"Italien riksrep",1,0,"2",4,1,NA,5,5,5,4,4,4,4,1,1,0,1,2,0,2.38095238095238,1.85185185185185,0.90260106,27.9600902352672
101,"Italien riksrep",1,0,"2",4,13,NA,5,5,5,1,1,3,2,1,1,1,1,2,1,1.61290322580645,1.42857142857143,0.90260106,18.9834615214343
262,"Italien riksrep",1,0,"2",3,17,NA,5,5,5,2,1,4,3,1,1,0,0,NA,1,1.51515151515152,1.11111111111111,0.90260106,18.0500549580388
293,"Italien riksrep",1,0,"1",3,18,NA,3,4,5,2,2,2,3,0,0,0,0,0,0,1.125,1.29032258064516,0.90260106,20.7878009348761
67,"Italien riksrep",1,0,"2",4,15,NA,5,5,5,2,1,2,4,1,0,1,1,1,1,1.85185185185185,1.6,0.90260106,24.2004089824606
165,"Italien riksrep",1,0,"1",3,15,NA,5,5,5,1,1,3,4,1,0,1,1,NA,1,1.92307692307692,1.42857142857143,0.90260106,24.2004089824606
344,"Italien riksrep",1,0,"1",3,15,NA,5,5,5,2,3,5,4,0,1,1,1,1,1,1.28205128205128,1.11111111111111,0.90260106,24.2004089824606
174,"Italien riksrep",1,0,"1",3,15,NA,5,5,5,1,1,2,2,1,0,0,1,1,0,1.35135135135135,1.31578947368421,0.90260106,24.2004089824606
371,"Italien riksrep",1,0,"1",3,15,NA,2,NA,NA,NA,NA,3,2,0,0,0,1,NA,0,1.53846153846154,NA,0.90260106,24.2004089824606
442,"Italien riksrep",1,0,"1",3,16,NA,5,5,5,1,2,2,5,1,0,0,0,NA,0,1.5,1.35135135135135,0.90260106,21.4124740394816
392,"Italien riksrep",1,0,"1",3,16,NA,5,5,5,3,2,3,3,1,0,1,1,2,0,1.28205128205128,1.31578947368421,0.90260106,21.4124740394816
393,"Italien riksrep",1,0,"1",3,16,NA,5,4,4,2,3,3,3,1,1,1,0,2,0,1.85185185185185,1.42857142857143,0.90260106,21.4124740394816
284,"Italien riksrep",1,0,"1",3,8,NA,5,4,5,3,2,2,2,0,0,0,1,2,1,1.42857142857143,1.14285714285714,0.90260106,25.3944252589319
1882,"Italien riksrep",1,1,"0",1,11,NA,4,4,4,3,3,3,4,0,0,0,1,1,0,1.11111111111111,1.29032258064516,0.90260106,23.4639123482115
645,"Italien riksrep",1,1,"0",1,9,NA,5,5,5,2,4,4,5,1,1,0,1,1,1,2.27272727272727,1.42857142857143,0.90260106,20.6309126790573
655,"Italien riksrep",1,1,"0",1,20,NA,5,5,5,1,1,1,3,1,NA,0,1,2,1,2.17391304347826,1.78571428571429,0.90260106,19.4341992309909
627,"Italien riksrep",1,1,"0",1,19,NA,5,5,5,2,1,4,4,1,0,0,NA,NA,0,1.60714285714286,1.48148148148148,0.90260106,23.6267827677519
1132,"Italien riksrep",1,1,"0",1,8,NA,5,5,5,1,1,3,4,1,1,0,0,1,1,1.85185185185185,2.08333333333333,0.90260106,25.3944252589319
501,"Italien riksrep",1,1,"0",1,8,NA,3,3,4,2,2,2,3,0,1,0,1,NA,0,1.36363636363636,0.857142857142857,0.90260106,25.3944252589319
545,"Italien riksrep",1,1,"0",1,7,NA,4,3,3,3,3,3,3,0,1,0,1,1,1,1.48148148148148,1.11111111111111,0.90260106,17.9856053927895
642,"Italien riksrep",1,1,"0",1,6,NA,5,5,5,1,2,2,3,1,1,1,1,1,0,1.78571428571429,2.08333333333333,0.90260106,30.6782977878343
1143,"Italien riksrep",1,1,"0",1,6,NA,5,NA,5,NA,4,NA,5,1,0,0,1,NA,1,NA,NA,0.90260106,30.6782977878343
706,"Italien riksrep",1,1,"0",1,4,NA,5,5,5,2,2,3,4,1,0,0,1,0,0,2.5,1.38888888888889,0.90260106,29.9320686058126
736,"Italien riksrep",1,1,"0",1,1,NA,4,4,4,4,4,4,5,1,1,1,1,NA,1,1.9047619047619,1.29032258064516,0.90260106,27.9600902352672
1460,"Italien riksrep",1,1,"0",1,16,NA,5,5,NA,5,5,5,5,1,0,0,0,NA,1,1.08108108108108,1.11111111111111,0.90260106,21.4124740394816
722,"Italien riksrep",1,1,"0",2,20,NA,3,3,3,3,4,4,4,0,1,0,1,2,0,1.03448275862069,1.07142857142857,0.90260106,19.4341992309909
754,"Italien riksrep",1,1,"0",2,9,NA,3,4,4,2,2,3,3,0,1,1,1,1,0,1.15384615384615,1.48148148148148,0.90260106,20.6309126790573
568,"Italien riksrep",1,1,"0",2,8,NA,4,4,5,2,2,2,4,1,1,1,1,1,0,1.66666666666667,1.48148148148148,0.90260106,25.3944252589319
