"INTNR","kvotgrupp","BG_COUNTRY","BG_Gender","BG_Age","AGE_ITA","MUN_ITA","NUTS2","lik_airp","imp_ind_airp","imp_oth_airp","prep_aut_airp","prep_ind_airp","know_aut_airp","know_ind_airp","exper_airp","work","education","income","politic","smoke","lik_airp_rel","imp_ind_airp_rel","we","PM10_mean"
1137,"Sverige riksrep",0,1,"1",NA,NA,7,2,3,3,NA,1,NA,2,NA,0,0,1,2,0,1.05263157894737,0.84,0.767350929,13.5793528618802
1874,"Sverige riksrep",0,1,"1",NA,NA,5,3,2,3,3,3,4,3,0,1,0,1,0,0,1.36363636363636,1,0.767350929,14.7177368200511
1064,"Sverige riksrep",0,1,"0",NA,NA,6,5,5,5,1,3,1,4,1,1,1,0,1,0,1.78571428571429,1.18421052631579,0.767350929,14.0101476731281
1040,"Sverige riksrep",0,0,"1",NA,NA,2,2,1,2,4,1,1,3,0,1,0,0,2,0,0.833333333333333,0.454545454545455,0.767350929,11.9524328515264
701,"Sverige riksrep",0,1,"1",NA,NA,4,4,4,5,3,2,4,3,1,1,1,1,1,0,1.66666666666667,1.6,0.767350929,16.4057161730772
866,"Sverige riksrep",0,1,"0",NA,NA,4,2,2,3,2,3,3,2,0,1,1,1,0,0,1.05263157894737,0.869565217391304,0.767350929,16.4057161730772
1063,"Sverige riksrep",0,0,"1",NA,NA,8,4,3,5,2,2,2,2,0,0,0,1,1,0,1.6,1.07142857142857,0.767350929,10.7438142189873
606,"Sverige riksrep",0,1,"1",NA,NA,2,4,3,5,3,2,3,3,1,1,1,1,2,0,2.10526315789474,0.967741935483871,0.767350929,11.9524328515264
2179,"Sverige riksrep",0,1,"0",NA,NA,4,4,5,5,1,4,4,5,1,1,1,1,1,0,1.53846153846154,1.66666666666667,0.767350929,16.4057161730772
1929,"Sverige riksrep",0,0,"2",NA,NA,5,5,4,5,3,2,3,1,1,0,0,0,1,0,2.04545454545455,1.33333333333333,0.767350929,14.7177368200511
1765,"Sverige riksrep",0,0,"1",NA,NA,3,2,3,4,3,2,3,2,0,1,0,0,0,0,0.8,0.967741935483871,0.767350929,16.6131092862998
2217,"Sverige riksrep",0,1,"0",NA,NA,3,2,5,5,4,1,4,2,0,1,0,1,2,0,1.42857142857143,1.36363636363636,0.767350929,16.6131092862998
849,"Sverige riksrep",0,1,"1",NA,NA,4,4,5,5,2,1,3,2,1,1,1,1,2,0,1.6,1.25,0.767350929,16.4057161730772
662,"Sverige riksrep",0,0,"1",NA,NA,5,3,5,5,2,1,2,2,0,0,1,1,1,0,1.11111111111111,1.31578947368421,0.767350929,14.7177368200511
2000,"Sverige riksrep",0,0,"1",NA,NA,4,4,4,4,2,2,3,3,0,0,0,0,2,0,1.48148148148148,1.42857142857143,0.767350929,16.4057161730772
638,"Sverige riksrep",0,0,"1",NA,NA,2,3,3,3,3,1,NA,NA,0,1,1,1,2,0,1.11111111111111,0.731707317073171,0.767350929,11.9524328515264
689,"Sverige riksrep",0,0,"2",NA,NA,4,3,5,5,3,1,3,2,1,0,1,1,1,0,1.2,1.11111111111111,0.767350929,16.4057161730772
607,"Sverige riksrep",0,0,"0",NA,NA,5,5,4,4,2,1,4,2,1,1,1,1,1,0,1.42857142857143,1.25,0.767350929,14.7177368200511
1887,"Sverige riksrep",0,0,"2",NA,NA,4,4,4,5,3,2,3,3,1,0,1,1,0,0,1.53846153846154,1.38461538461538,0.767350929,16.4057161730772
1033,"Sverige riksrep",0,0,"0",NA,NA,8,5,3,4,3,2,3,2,1,1,1,1,1,0,2,1,0.767350929,10.7438142189873
1830,"Sverige riksrep",0,0,"1",NA,NA,2,5,5,5,2,1,2,1,1,1,0,1,1,0,1.66666666666667,1.16279069767442,0.767350929,11.9524328515264
622,"Sverige riksrep",0,0,"0",NA,NA,2,4,4,4,1,1,1,1,0,0,0,0,1,1,1.6,1.25,0.767350929,11.9524328515264
2526,"Sverige riksrep",0,1,"0",NA,NA,3,5,3,3,2,2,4,3,1,1,0,1,1,0,1.55172413793103,0.714285714285714,0.767350929,16.6131092862998
838,"Sverige riksrep",0,1,"1",NA,NA,4,2,2,2,3,2,2,2,0,1,0,1,2,0,0.8,0.8,0.767350929,16.4057161730772
1763,"Sverige riksrep",0,0,"1",NA,NA,8,4,3,4,3,2,3,2,1,1,1,1,2,0,1.2,0.967741935483871,0.767350929,10.7438142189873
1669,"Sverige riksrep",0,0,"1",NA,NA,6,5,5,5,3,2,3,4,1,1,1,1,1,0,1.72413793103448,1.25,0.767350929,14.0101476731281
1371,"Sverige riksrep",0,0,"1",NA,NA,3,4,4,4,3,3,3,3,NA,1,1,1,2,0,1.42857142857143,1.37931034482759,0.767350929,16.6131092862998
825,"Sverige riksrep",0,0,"1",NA,NA,2,3,4,4,3,1,3,1,0,0,1,0,1,0,1.11111111111111,1.21212121212121,0.767350929,11.9524328515264
1011,"Sverige riksrep",0,1,"1",NA,NA,4,5,5,5,2,2,1,3,1,1,0,0,2,1,2.27272727272727,1.5625,0.767350929,16.4057161730772
1198,"Sverige riksrep",0,1,"1",NA,NA,6,1,1,3,3,2,3,3,0,1,0,1,1,0,0.714285714285714,0.769230769230769,0.767350929,14.0101476731281
1056,"Sverige riksrep",0,1,"1",NA,NA,5,3,3,3,3,3,3,3,0,0,0,0,2,0,1.5,1.11111111111111,0.767350929,14.7177368200511
1747,"Sverige riksrep",0,0,"1",NA,NA,5,5,4,4,3,2,3,3,1,1,1,1,2,0,1.92307692307692,1,0.767350929,14.7177368200511
1623,"Sverige riksrep",0,1,"0",NA,NA,4,4,4,5,3,1,3,3,0,1,1,1,1,0,2,1.42857142857143,0.767350929,16.4057161730772
1356,"Sverige riksrep",0,0,"1",NA,NA,7,4,4,4,NA,1,NA,1,1,1,0,1,0,0,1.63636363636364,1.16129032258065,0.767350929,13.5793528618802
744,"Sverige riksrep",0,0,"2",NA,NA,5,4,4,5,3,1,3,2,1,0,1,1,1,0,1.48148148148148,1.29032258064516,0.767350929,14.7177368200511
1303,"Sverige riksrep",0,1,"1",NA,NA,8,2,2,2,2,3,2,4,1,1,1,1,2,0,1.11111111111111,0.869565217391304,0.767350929,10.7438142189873
191,"Sverige riksrep",0,0,"0",NA,NA,3,5,5,5,2,2,2,2,0,1,1,1,1,0,1.42857142857143,1.13636363636364,0.767350929,16.6131092862998
2182,"Sverige riksrep",0,0,"0",NA,NA,6,3,3,5,3,2,2,2,0,1,1,1,2,0,1.2,0.9375,0.767350929,14.0101476731281
2441,"Sverige riksrep",0,1,"0",NA,NA,6,1,1,1,NA,1,1,5,0,0,1,0,1,0,0.476190476190476,0.416666666666667,0.767350929,14.0101476731281
2135,"Sverige riksrep",0,0,"0",NA,NA,6,3,2,2,2,1,4,3,0,1,1,1,2,0,0.9375,0.952380952380952,0.767350929,14.0101476731281
2171,"Sverige riksrep",0,1,"0",NA,NA,8,2,1,2,2,4,2,2,1,1,0,1,2,0,0.8,0.375,0.767350929,10.7438142189873
586,"Sverige riksrep",0,1,"2",NA,NA,5,2,4,3,2,3,3,3,0,0,1,1,1,0,1.66666666666667,1.11111111111111,0.767350929,14.7177368200511
964,"Sverige riksrep",0,0,"2",NA,NA,8,5,5,5,1,1,1,1,0,0,0,0,1,1,1.38888888888889,1.13636363636364,0.767350929,10.7438142189873
1519,"Sverige riksrep",0,1,"0",NA,NA,3,1,3,3,4,1,1,3,0,1,1,0,2,0,0.714285714285714,1.66666666666667,0.767350929,16.6131092862998
1561,"Sverige riksrep",0,0,"0",NA,NA,2,5,4,5,3,2,3,4,1,1,0,0,1,0,1.72413793103448,1.14285714285714,0.767350929,11.9524328515264
2514,"Sverige riksrep",0,1,"0",NA,NA,4,1,1,3,2,2,2,2,0,1,1,1,1,1,0.476190476190476,0.476190476190476,0.767350929,16.4057161730772
1270,"Sverige riksrep",0,0,"1",NA,NA,3,4,4,4,2,3,2,4,1,0,1,1,1,0,2.22222222222222,2.22222222222222,0.767350929,16.6131092862998
2068,"Sverige riksrep",0,0,"0",NA,NA,2,5,4,4,3,3,4,NA,0,1,1,1,0,0,2.08333333333333,0.975609756097561,0.767350929,11.9524328515264
1387,"Sverige riksrep",0,1,"0",NA,NA,3,5,5,5,3,3,1,3,0,1,0,0,0,0,1.92307692307692,2,0.767350929,16.6131092862998
1883,"Sverige riksrep",0,1,"0",NA,NA,5,2,1,1,NA,NA,1,5,0,1,0,1,0,1,0.909090909090909,0.5,0.767350929,14.7177368200511
1312,"Sverige riksrep",0,1,"0",NA,NA,5,4,4,4,1,1,2,3,1,1,1,1,1,0,2.35294117647059,2.10526315789474,0.767350929,14.7177368200511
549,"Sverige riksrep",0,0,"0",NA,NA,2,3,4,5,1,1,3,1,0,0,0,1,0,0,1.57894736842105,1.21212121212121,0.767350929,11.9524328515264
2195,"Sverige riksrep",0,0,"2",NA,NA,2,2,3,5,3,3,4,4,0,0,0,1,1,1,1.38461538461538,1.58823529411765,0.767350929,11.9524328515264
1593,"Sverige riksrep",0,1,"1",NA,NA,5,2,3,2,2,1,3,2,0,1,1,1,1,0,0.769230769230769,1.30434782608696,0.767350929,14.7177368200511
1042,"Sverige riksrep",0,0,"0",NA,NA,3,2,1,5,3,1,3,2,0,0,0,1,NA,0,1.05263157894737,0.692307692307692,0.767350929,16.6131092862998
1513,"Sverige riksrep",0,1,"0",NA,NA,4,1,2,3,1,1,1,1,0,1,0,1,2,0,0.588235294117647,0.909090909090909,0.767350929,16.4057161730772
1736,"Sverige riksrep",0,1,"0",NA,NA,2,4,4,5,2,2,3,2,1,1,0,1,0,0,1.48148148148148,1.05263157894737,0.767350929,11.9524328515264
2401,"Sverige riksrep",0,1,"0",NA,NA,8,5,3,3,NA,3,NA,2,0,0,0,NA,1,1,2.08333333333333,1.11111111111111,0.767350929,10.7438142189873
883,"Sverige riksrep",0,1,"0",NA,NA,2,5,5,3,1,1,2,3,1,1,1,1,1,0,1.85185185185185,1.78571428571429,0.767350929,11.9524328515264
1088,"Sverige riksrep",0,1,"0",NA,NA,2,2,2,4,3,2,2,1,0,1,0,1,2,0,0.952380952380952,0.689655172413793,0.767350929,11.9524328515264
674,"Sverige riksrep",0,0,"0",NA,NA,4,5,4,5,3,2,2,3,1,1,1,1,1,0,1.78571428571429,1.05263157894737,0.767350929,16.4057161730772
1870,"Sverige riksrep",0,0,"1",NA,NA,4,5,4,5,2,1,2,1,1,1,0,1,1,0,1.66666666666667,1.10344827586207,0.767350929,16.4057161730772
862,"Sverige riksrep",0,0,"1",NA,NA,5,4,3,4,3,3,4,3,1,1,1,1,2,0,2.35294117647059,1.8,0.767350929,14.7177368200511
2113,"Sverige riksrep",0,1,"0",NA,NA,5,3,4,5,3,1,4,3,1,1,1,1,2,0,1.25,1.125,0.767350929,14.7177368200511
1359,"Sverige riksrep",0,1,"2",NA,NA,5,3,3,3,3,2,4,2,0,0,0,1,1,0,1.2,0.9375,0.767350929,14.7177368200511
692,"Sverige riksrep",0,1,"0",NA,NA,2,3,2,1,1,3,1,3,0,0,1,1,2,0,1.2,0.533333333333333,0.767350929,11.9524328515264
2546,"Sverige riksrep",0,1,"0",NA,NA,6,1,3,4,1,3,1,3,0,1,1,0,0,0,0.5,1.11111111111111,0.767350929,14.0101476731281
2400,"Sverige riksrep",0,0,"1",NA,NA,5,4,4,4,3,3,3,3,1,0,0,1,2,0,1.42857142857143,1.11111111111111,0.767350929,14.7177368200511
615,"Sverige riksrep",0,1,"2",NA,NA,4,4,4,5,3,1,5,3,1,0,0,1,2,0,2.35294117647059,1.14285714285714,0.767350929,16.4057161730772
2080,"Sverige riksrep",0,0,"2",NA,NA,5,5,5,5,3,2,3,2,1,0,1,0,1,0,1.33333333333333,1.13636363636364,0.767350929,14.7177368200511
1799,"Sverige riksrep",0,1,"1",NA,NA,6,4,4,4,3,2,2,2,0,1,1,1,1,1,2.22222222222222,1.11111111111111,0.767350929,14.0101476731281
2098,"Sverige riksrep",0,1,"1",NA,NA,4,5,5,5,2,1,3,2,1,1,1,1,2,1,1.42857142857143,1.42857142857143,0.767350929,16.4057161730772
812,"Sverige riksrep",0,1,"0",NA,NA,2,5,NA,NA,2,1,NA,NA,1,1,1,1,2,0,1.61290322580645,NA,0.767350929,11.9524328515264
2144,"Sverige riksrep",0,0,"1",NA,NA,5,4,4,5,4,3,4,3,1,1,1,1,1,0,1.53846153846154,1.2,0.767350929,14.7177368200511
1461,"Sverige riksrep",0,0,"0",NA,NA,2,3,3,5,2,1,4,4,NA,1,0,1,0,0,1.03448275862069,0.857142857142857,0.767350929,11.9524328515264
1295,"Sverige riksrep",0,0,"0",NA,NA,5,2,NA,5,3,1,3,2,0,1,1,1,1,0,0.947368421052632,NA,0.767350929,14.7177368200511
2104,"Sverige riksrep",0,1,"1",NA,NA,5,4,3,4,3,2,3,3,1,1,0,1,2,0,1.81818181818182,1.28571428571429,0.767350929,14.7177368200511
1980,"Sverige riksrep",0,0,"0",NA,NA,4,4,3,5,2,1,4,1,0,1,1,1,1,0,1.73913043478261,NA,0.767350929,16.4057161730772
2059,"Sverige riksrep",0,0,"1",NA,NA,4,4,4,4,2,1,3,1,0,1,NA,0,2,1,2,NA,0.767350929,16.4057161730772
878,"Sverige riksrep",0,1,"2",NA,NA,5,3,4,4,1,2,2,1,0,0,0,0,2,0,1.2,0.909090909090909,0.767350929,14.7177368200511
1084,"Sverige riksrep",0,1,"1",NA,NA,4,4,4,5,2,2,2,2,1,0,0,1,2,0,1.17647058823529,0.975609756097561,0.767350929,16.4057161730772
1579,"Sverige riksrep",0,0,"0",NA,NA,5,3,4,4,2,2,2,2,0,1,1,1,0,0,1.15384615384615,1.33333333333333,0.767350929,14.7177368200511
1307,"Sverige riksrep",0,1,"0",NA,NA,6,3,3,3,1,3,1,3,1,0,0,0,2,0,1.11111111111111,0.857142857142857,0.767350929,14.0101476731281
1497,"Sverige riksrep",0,1,"0",NA,NA,5,5,4,4,2,3,4,2,0,0,1,0,1,0,2.17391304347826,1.02564102564103,0.767350929,14.7177368200511
2434,"Sverige riksrep",0,0,"1",NA,NA,6,3,4,4,1,2,2,1,0,1,1,1,1,1,1.07142857142857,1.14285714285714,0.767350929,14.0101476731281
892,"Sverige riksrep",0,1,"1",NA,NA,2,4,3,3,2,1,3,3,1,1,0,1,0,0,1.9047619047619,1.07142857142857,0.767350929,11.9524328515264
2498,"Sverige riksrep",0,1,"0",NA,NA,5,3,2,2,2,2,3,2,0,1,0,1,1,0,1.11111111111111,0.769230769230769,0.767350929,14.7177368200511
2049,"Sverige riksrep",0,0,"0",NA,NA,3,5,3,5,1,2,NA,2,0,1,1,1,1,0,1.78571428571429,0.882352941176471,0.767350929,16.6131092862998
2200,"Sverige riksrep",0,1,"0",NA,NA,3,4,3,4,3,3,4,3,0,0,0,1,2,0,2,1.15384615384615,0.767350929,16.6131092862998
1729,"Sverige riksrep",0,1,"1",NA,NA,2,2,4,4,2,1,3,1,0,1,1,1,2,0,1.28571428571429,1.02564102564103,0.767350929,11.9524328515264
747,"Sverige riksrep",0,0,"1",NA,NA,5,5,5,5,3,1,4,3,1,1,1,1,1,0,1.78571428571429,1.16279069767442,0.767350929,14.7177368200511
1968,"Sverige riksrep",0,0,"1",NA,NA,2,4,3,4,3,2,3,2,1,1,1,1,2,0,2.10526315789474,1.2,0.767350929,11.9524328515264
1338,"Sverige riksrep",0,0,"0",NA,NA,5,3,5,5,2,3,2,3,0,1,0,0,2,0,1.07142857142857,1.28205128205128,0.767350929,14.7177368200511
2214,"Sverige riksrep",0,0,"0",NA,NA,2,5,5,5,3,2,4,5,1,0,0,NA,1,0,2.04545454545455,1.78571428571429,0.767350929,11.9524328515264
1668,"Sverige riksrep",0,0,"0",NA,NA,6,4,5,5,3,2,NA,2,NA,0,0,0,1,0,1.53846153846154,1.35135135135135,0.767350929,14.0101476731281
972,"Sverige riksrep",0,0,"0",NA,NA,2,4,4,5,2,2,3,2,NA,1,1,1,1,0,1.33333333333333,1.25,0.767350929,11.9524328515264
1289,"Sverige riksrep",0,0,"1",NA,NA,6,4,5,5,2,2,1,3,0,1,1,1,2,0,1.6,1.21951219512195,0.767350929,14.0101476731281
164,"Sverige riksrep",0,0,"0",NA,NA,5,NA,NA,NA,NA,NA,NA,1,0,1,1,1,2,0,NA,NA,0.767350929,14.7177368200511
681,"Sverige riksrep",0,0,"1",NA,NA,5,5,5,5,2,1,3,2,1,1,1,1,1,0,1.61290322580645,1.35135135135135,0.767350929,14.7177368200511
1941,"Sverige riksrep",0,0,"1",NA,NA,2,4,4,5,3,2,2,2,0,1,1,1,2,0,1.81818181818182,1.25,0.767350929,11.9524328515264
1144,"Sverige riksrep",0,0,"0",NA,NA,5,4,3,4,1,1,3,3,0,1,1,1,2,0,1.89473684210526,0.75,0.767350929,14.7177368200511
1697,"Sverige riksrep",0,0,"1",NA,NA,6,4,3,4,4,2,4,2,0,1,0,1,2,0,2,1.2,0.767350929,14.0101476731281
1141,"Sverige riksrep",0,1,"1",NA,NA,6,2,3,3,4,NA,3,4,0,1,1,1,2,0,0.952380952380952,0.769230769230769,0.767350929,14.0101476731281
1546,"Sverige riksrep",0,0,"1",NA,NA,5,2,2,4,2,1,2,2,0,1,0,0,2,0,1.11111111111111,0.555555555555556,0.767350929,14.7177368200511
2521,"Sverige riksrep",0,1,"0",NA,NA,4,3,3,3,NA,1,5,3,0,1,1,1,2,0,1.36363636363636,1.25,0.767350929,16.4057161730772
781,"Sverige riksrep",0,0,"0",NA,NA,2,4,2,1,5,4,1,4,0,1,1,1,1,0,1.08108108108108,0.526315789473684,0.767350929,11.9524328515264
912,"Sverige riksrep",0,1,"0",NA,NA,2,4,4,5,4,2,4,3,0,1,0,1,2,0,1.6,1.11111111111111,0.767350929,11.9524328515264
1514,"Sverige riksrep",0,1,"0",NA,NA,4,2,2,3,NA,1,2,1,0,0,1,0,1,0,0.869565217391304,0.833333333333333,0.767350929,16.4057161730772
990,"Sverige riksrep",0,0,"0",NA,NA,6,4,2,3,2,1,3,1,0,0,0,1,NA,0,1.6,0.952380952380952,0.767350929,14.0101476731281
2481,"Sverige riksrep",0,1,"0",NA,NA,5,5,3,4,2,1,2,2,1,1,1,0,1,0,1.78571428571429,0.857142857142857,0.767350929,14.7177368200511
1259,"Sverige riksrep",0,0,"2",NA,NA,7,2,2,4,3,3,4,3,NA,1,0,1,NA,1,1.53846153846154,1.42857142857143,0.767350929,13.5793528618802
1928,"Sverige Stockholm",0,0,"0",NA,NA,1,4,5,5,3,2,4,2,1,1,1,1,1,0,1.37931034482759,1.21951219512195,0.232649071,13.8966747371296
363,"Sverige Stockholm",0,0,"0",NA,NA,1,4,5,4,4,2,3,3,0,1,1,1,2,0,1.6,1.35135135135135,0.232649071,13.8966747371296
1845,"Sverige Stockholm",0,1,"1",NA,NA,1,2,2,2,2,5,3,NA,0,1,0,1,0,0,0.952380952380952,0.692307692307692,0.232649071,13.8966747371296
966,"Sverige Stockholm",0,1,"1",NA,NA,1,5,3,2,3,3,4,3,1,0,1,1,1,1,2.63157894736842,1.25,0.232649071,13.8966747371296
450,"Sverige Stockholm",0,1,"0",NA,NA,1,4,3,3,3,2,4,2,NA,1,1,0,0,0,1.73913043478261,0.888888888888889,0.232649071,13.8966747371296
522,"Sverige Stockholm",0,0,"0",NA,NA,1,5,5,5,2,1,4,1,1,1,0,1,1,1,1.66666666666667,1.28205128205128,0.232649071,13.8966747371296
558,"Sverige Stockholm",0,1,"1",NA,NA,1,5,4,5,4,3,4,4,1,1,0,1,2,0,1.61290322580645,1.11111111111111,0.232649071,13.8966747371296
542,"Sverige Stockholm",0,0,"0",NA,NA,1,2,NA,NA,NA,1,3,2,0,1,1,1,2,0,1.11111111111111,NA,0.232649071,13.8966747371296
1257,"Sverige Stockholm",0,1,"1",NA,NA,1,3,3,4,2,3,1,3,0,1,1,1,0,0,1.15384615384615,1.11111111111111,0.232649071,13.8966747371296
875,"Sverige Stockholm",0,1,"2",NA,NA,1,2,NA,2,NA,2,3,2,1,1,1,1,NA,0,1.05263157894737,NA,0.232649071,13.8966747371296
22,"Sverige Stockholm",0,0,"1",NA,NA,1,3,3,2,3,2,2,2,1,NA,1,1,2,0,1.25,1,0.232649071,13.8966747371296
1280,"Sverige Stockholm",0,0,"0",NA,NA,1,3,2,5,1,1,1,4,0,1,1,1,2,0,1.07142857142857,0.54054054054054,0.232649071,13.8966747371296
2277,"Sverige Stockholm",0,0,"1",NA,NA,1,3,5,4,2,1,5,4,0,1,1,1,0,0,1.07142857142857,1.19047619047619,0.232649071,13.8966747371296
923,"Sverige Stockholm",0,1,"1",NA,NA,1,4,1,1,1,2,1,5,1,0,0,1,2,0,2,0.888888888888889,0.232649071,13.8966747371296
951,"Sverige Stockholm",0,1,"1",NA,NA,1,1,5,5,1,1,1,1,0,1,1,1,0,0,0.769230769230769,1.11111111111111,0.232649071,13.8966747371296
404,"Sverige Stockholm",0,0,"1",NA,NA,1,5,5,5,2,3,2,4,0,1,1,1,1,0,1.66666666666667,1.78571428571429,0.232649071,13.8966747371296
2301,"Sverige Stockholm",0,0,"1",NA,NA,1,5,4,4,3,3,3,2,0,0,0,0,1,0,1.85185185185185,1.33333333333333,0.232649071,13.8966747371296
2215,"Sverige Stockholm",0,1,"2",NA,NA,1,3,2,3,3,2,3,2,0,0,1,1,0,0,2.14285714285714,0.736842105263158,0.232649071,13.8966747371296
245,"Sverige Stockholm",0,1,"0",NA,NA,1,5,5,5,1,1,2,1,1,1,1,0,2,0,1.61290322580645,1.11111111111111,0.232649071,13.8966747371296
1689,"Sverige Stockholm",0,1,"1",NA,NA,1,5,5,5,5,4,2,4,1,1,NA,1,2,0,1.31578947368421,1.11111111111111,0.232649071,13.8966747371296
426,"Sverige Stockholm",0,1,"2",NA,NA,1,2,2,3,3,4,3,2,0,0,0,1,2,0,1.81818181818182,1.25,0.232649071,13.8966747371296
53,"Sverige Stockholm",0,0,"0",NA,NA,1,5,5,5,2,3,4,3,0,0,1,1,1,0,1.78571428571429,1.31578947368421,0.232649071,13.8966747371296
1908,"Sverige Stockholm",0,1,"1",NA,NA,1,5,4,5,4,4,4,4,0,1,1,1,0,0,1.51515151515152,1.25,0.232649071,13.8966747371296
291,"Sverige Stockholm",0,1,"2",NA,NA,1,3,5,4,2,1,2,2,0,0,1,1,2,0,1.57894736842105,1.66666666666667,0.232649071,13.8966747371296
526,"Sverige Stockholm",0,1,"2",NA,NA,1,1,1,1,1,1,2,1,0,1,1,1,2,0,0.909090909090909,0.714285714285714,0.232649071,13.8966747371296
272,"Sverige Stockholm",0,0,"2",NA,NA,1,3,4,4,3,4,3,4,0,0,0,1,1,0,1.57894736842105,1.81818181818182,0.232649071,13.8966747371296
2172,"Sverige Stockholm",0,0,"0",NA,NA,1,5,5,5,3,2,3,2,1,1,1,0,0,0,1.66666666666667,1.5625,0.232649071,13.8966747371296
1746,"Sverige Stockholm",0,1,"2",NA,NA,1,1,1,1,1,1,1,2,0,0,0,NA,0,0,0.434782608695652,0.555555555555556,0.232649071,13.8966747371296
2023,"Sverige Stockholm",0,0,"2",NA,NA,1,4,4,4,2,2,3,3,1,0,0,1,1,0,1.81818181818182,1.6,0.232649071,13.8966747371296
1634,"Sverige Stockholm",0,0,"1",NA,NA,1,3,3,4,2,2,3,1,0,1,1,1,1,0,1.76470588235294,1.15384615384615,0.232649071,13.8966747371296
490,"Sverige Stockholm",0,1,"1",NA,NA,1,5,3,4,3,3,4,4,1,1,1,1,0,0,2.77777777777778,0.857142857142857,0.232649071,13.8966747371296
274,"Sverige Stockholm",0,1,"1",NA,NA,1,4,4,4,2,2,3,2,0,1,1,1,2,0,1.66666666666667,1.29032258064516,0.232649071,13.8966747371296
2003,"Sverige Stockholm",0,0,"1",NA,NA,1,4,4,4,3,2,2,2,1,0,0,0,2,0,1.9047619047619,1.33333333333333,0.232649071,13.8966747371296
525,"Sverige Stockholm",0,0,"2",NA,NA,1,4,3,4,3,2,3,3,1,0,1,1,2,0,2.35294117647059,1.76470588235294,0.232649071,13.8966747371296
2361,"Sverige Stockholm",0,0,"1",NA,NA,1,4,4,4,3,3,3,3,1,1,1,1,2,0,1.05263157894737,1.11111111111111,0.232649071,13.8966747371296
1855,"Sverige Stockholm",0,1,"2",NA,NA,1,5,3,5,3,2,4,3,1,0,0,1,2,0,2.94117647058824,0.789473684210526,0.232649071,13.8966747371296
2170,"Sverige Stockholm",0,1,"1",NA,NA,1,3,1,4,3,1,4,3,1,1,1,1,2,0,1.42857142857143,0.555555555555556,0.232649071,13.8966747371296
1220,"Sverige Stockholm",0,1,"1",NA,NA,1,5,4,4,1,2,1,4,1,1,1,1,2,0,1.72413793103448,1.05263157894737,0.232649071,13.8966747371296
1662,"Sverige Stockholm",0,0,"1",NA,NA,1,3,2,2,2,3,3,3,1,1,1,1,2,0,0.909090909090909,0.666666666666667,0.232649071,13.8966747371296
411,"Sverige Stockholm",0,1,"1",NA,NA,1,2,2,2,1,1,1,1,0,0,1,1,1,1,1.17647058823529,0.714285714285714,0.232649071,13.8966747371296
252,"Sverige Stockholm",0,1,"1",NA,NA,1,4,4,5,3,1,5,2,1,1,0,1,0,0,1.66666666666667,1.14285714285714,0.232649071,13.8966747371296
1015,"Sverige Stockholm",0,1,"2",NA,NA,1,2,NA,3,NA,1,2,NA,NA,0,1,0,0,0,1.33333333333333,NA,0.232649071,13.8966747371296
1272,"Sverige Stockholm",0,1,"1",NA,NA,1,4,NA,4,2,2,3,1,0,1,1,1,2,0,1.77777777777778,NA,0.232649071,13.8966747371296
397,"Sverige Stockholm",0,1,"1",NA,NA,1,5,4,5,2,3,3,3,1,1,1,1,0,0,1.92307692307692,1.73913043478261,0.232649071,13.8966747371296
1681,"Sverige Stockholm",0,0,"1",NA,NA,1,4,4,4,3,1,3,2,0,0,1,1,2,0,1.6,1.29032258064516,0.232649071,13.8966747371296
489,"Sverige Stockholm",0,1,"1",NA,NA,1,5,5,5,2,1,3,5,1,1,1,1,1,0,2.08333333333333,1.5625,0.232649071,13.8966747371296
1373,"Sverige Stockholm",0,1,"1",NA,NA,1,3,3,3,2,2,3,2,1,1,1,1,2,0,1.30434782608696,1.11111111111111,0.232649071,13.8966747371296
303,"Sverige Stockholm",0,0,"1",NA,NA,1,5,4,4,4,2,4,3,0,0,1,0,1,0,1.92307692307692,1.33333333333333,0.232649071,13.8966747371296
325,"Sverige Stockholm",0,1,"2",NA,NA,1,2,1,2,2,3,3,4,0,0,0,1,2,0,1.17647058823529,1,0.232649071,13.8966747371296
1956,"Sverige Stockholm",0,1,"2",NA,NA,1,3,3,3,4,4,5,3,1,0,1,1,1,0,1.57894736842105,1.25,0.232649071,13.8966747371296
340,"Sverige Stockholm",0,1,"1",NA,NA,1,3,3,3,3,2,2,2,0,1,0,1,2,0,2,1.15384615384615,0.232649071,13.8966747371296
458,"Sverige Stockholm",0,1,"1",NA,NA,1,2,4,3,4,3,3,3,1,1,1,1,2,0,0.909090909090909,1.21212121212121,0.232649071,13.8966747371296
469,"Sverige Stockholm",0,1,"2",NA,NA,1,2,2,2,2,3,2,2,0,0,0,1,2,0,0.952380952380952,0.833333333333333,0.232649071,13.8966747371296
1378,"Sverige Stockholm",0,0,"1",NA,NA,1,5,4,5,3,2,3,3,0,1,1,1,1,0,1.72413793103448,0.975609756097561,0.232649071,13.8966747371296
359,"Sverige Stockholm",0,1,"2",NA,NA,1,4,4,5,2,1,2,3,1,0,0,1,1,0,2.10526315789474,2.85714285714286,0.232649071,13.8966747371296
500,"Sverige Stockholm",0,0,"0",NA,NA,1,3,3,3,2,NA,2,NA,0,1,1,1,1,0,1.30434782608696,0.923076923076923,0.232649071,13.8966747371296
